Date,Counter Party,Reference,Type,Amount (GBP),Balance (GBP),Spending Category,Notes
19/10/2024,Amazon,amazon.co.uk*T324G85N4,ONLINE PAYMENT,-11.99,33001.28,SHOPPING,
19/10/2024,Boots,BOOTS 1465,APPLE PAY,-9.99,32991.29,GENERAL,
19/10/2024,Twinpay,TWINPAY               ,APPLE PAY,-1.10,32990.19,TRANSPORT,
19/10/2024,Greggs,GREGGS PLC,APPLE PAY,-1.80,32988.39,EATING_OUT,
19/10/2024,Greggs,GREGGS PLC,APPLE PAY,-4.70,32983.69,EATING_OUT,
19/10/2024,Lush Uk,Lush UK,APPLE PAY,-18.55,32965.14,LIFESTYLE,
20/10/2024,Applecare,APPLECARE UK,CARD SUBSCRIPTION,-8.99,32956.15,SHOPPING,
20/10/2024,Toy Barnhaus Crawley,Toy Barnhaus Crawley,APPLE PAY,-10.99,32945.16,SHOPPING,
20/10/2024,Curve,CRV*APPLE.COM BILL APP,ONLINE PAYMENT,-0.99,32944.17,SHOPPING,
20/10/2024,Costa Coffee,COSTA COFFEE 43010410,APPLE PAY,-22.99,32921.18,EATING_OUT,
20/10/2024,Millies Cookies,MILLIES COOKIES,APPLE PAY,-20.89,32900.29,EATING_OUT,
20/10/2024,Amazon,amazon.co.uk*T30DH0SX4,ONLINE PAYMENT,-12.99,32887.30,SHOPPING,
20/10/2024,Amazon,amazon.co.uk*T36GS4S24,ONLINE PAYMENT,-3.99,32883.31,SHOPPING,
20/10/2024,Amazon,amazon.co.uk*T39DM7SY4,ONLINE PAYMENT,-3.99,32879.32,SHOPPING,
20/10/2024,Amazon,amazon.co.uk*T38MX3SK4,ONLINE PAYMENT,-6.99,32872.33,SHOPPING,
20/10/2024,Your Parking Space,YOURPARKINGSPACE,CARD PAYMENT,-5.50,32866.83,TRANSPORT,
21/10/2024,Google,GOOGLE *YouTubePremium,ONLINE PAYMENT,-17.69,32849.14,SHOPPING,
21/10/2024,Primark,PRIMARK 685           ,APPLE PAY,-81.40,32767.74,SHOPPING,
21/10/2024,Amazon,amazon.co.uk,ONLINE PAYMENT,3.99,32771.73,SHOPPING,
21/10/2024,The Triangle,THE TRIANGLE,APPLE PAY,-29.59,32742.14,EATING_OUT,
21/10/2024,Co-op Food,CO-OP GROUP FOOD,APPLE PAY,-14.50,32727.64,GROCERIES,
21/10/2024,Tails,TAILS.COM,CARD SUBSCRIPTION,-242.14,32485.50,GROCERIES,
22/10/2024,Barclays Partner Finance,300 0120 733039747,DIRECT DEBIT,-49.95,32435.55,BILLS_AND_SERVICES,
22/10/2024,Bps Re Easy Direct Debits,MND005WZKJFMKN,DIRECT DEBIT,-20.00,32415.55,GENERAL,
22/10/2024,Amazon,AMAZON* TL4W76OC4,CARD SUBSCRIPTION,-35.15,32380.40,SHOPPING,
22/10/2024,Sustainaclean,SUSTAINACLEAN,ONLINE PAYMENT,-105.60,32274.80,BILLS_AND_SERVICES,
22/10/2024,Pret A Manger,PRET A MANGER,APPLE PAY,-39.24,32235.56,EATING_OUT,
23/10/2024,Cyprus Airports ,CYPRUS AIRPORTS XPRESS,APPLE PAY,-1.38,32234.18,SHOPPING,
23/10/2024,Gelamo Gelato-Caffe,GELAMO GELATO-CAFFE,APPLE PAY,-6.26,32227.92,EATING_OUT,
23/10/2024,Laoura Souvenir Shop,LAOURA SOUVENIR SHOP,APPLE PAY,-4.92,32223.00,SHOPPING,
23/10/2024,Laoura Souvenir Shop,LAOURA SOUVENIR SHOP,CHIP & PIN,-4.00,32219.00,SHOPPING,
23/10/2024,Laoura Souvenir Shop,LAOURA SOUVENIR SHOP,CONTACTLESS,-18.27,32200.73,SHOPPING,
24/10/2024,The Moorings Restauran Paphos,THE MOORINGS RESTAURAN,APPLE PAY,-57.40,32143.33,EATING_OUT,
24/10/2024,Da Vinci Gellato Cafe Paphos,DA VINCI GELLATO CAFE,APPLE PAY,-5.01,32138.32,EATING_OUT,
24/10/2024,Laoura Souvenir Shop,LAOURA SOUVENIR SHOP,APPLE PAY,-11.61,32126.71,SHOPPING,
24/10/2024,Laoura Souvenir Shop,LAOURA SOUVENIR SHOP,APPLE PAY,-4.09,32122.62,SHOPPING,
25/10/2024,Arapis Coral Bay Rest.,ARAPIS CORAL BAY REST.,APPLE PAY,-8.75,32113.87,EATING_OUT,
25/10/2024,Netflix,NETFLIX.COM,CARD SUBSCRIPTION,-17.99,32095.88,BILLS_AND_SERVICES,
25/10/2024,Sustainaclean,SUSTAINACLEAN,ONLINE PAYMENT,-52.80,32043.08,BILLS_AND_SERVICES,
26/10/2024,Curve,CRV*GOOGLER SESSION OC,ONLINE PAYMENT,-20.00,32023.08,BILLS_AND_SERVICES,
26/10/2024,Shell,SHELL,APPLE PAY,-12.54,32010.54,TRANSPORT,
26/10/2024,S Russell,Mac's ,FASTER PAYMENT,-20.00,31990.54,PAYMENTS,
26/10/2024,Curve,CRV*WWW.AMAZON.UK.CO,ONLINE PAYMENT,-1.89,31988.65,SHOPPING,
26/10/2024,Curve,CRV*WWW.AMAZON.UK.CO,ONLINE PAYMENT,-12.13,31976.52,SHOPPING,
26/10/2024,Amazon Marketplace,AMZNMktplace*TL78R1SP4,ONLINE PAYMENT,-22.99,31953.53,SHOPPING,
26/10/2024,Dunelm Softfurnishings,Dunelm SoftFurnishings,ONLINE PAYMENT,-68.00,31885.53,GENERAL,
27/10/2024,Amazon,WWW.AMAZON.* TL7UB99U4,CARD SUBSCRIPTION,-7.18,31878.35,SHOPPING,
27/10/2024,Smol,SMOL LIMITED,CARD SUBSCRIPTION,-5.80,31872.55,SHOPPING,
27/10/2024,800 Degrees Pizza,800 Degrees Pizza,APPLE PAY,-40.00,31832.55,EATING_OUT,
27/10/2024,Jumpin Fun,Jumpin Fun,ONLINE PAYMENT,-14.00,31818.55,LIFESTYLE,
27/10/2024,Sumup *fantastic Face,SumUp  *Fantastic face,GOOGLE PAY,-6.00,31812.55,LIFESTYLE,
27/10/2024,Caffè Ritazza,CAFE RITAZZA,APPLE PAY,-11.15,31801.40,EATING_OUT,
27/10/2024,Costa Gates,COSTA GATES,APPLE PAY,-7.72,31793.68,EATING_OUT,
27/10/2024,Ocado,OCADO                 ,ONLINE PAYMENT,-100.82,31692.86,GROCERIES,
27/10/2024,John Lewis,WWW.JOHNLEWIS.COM,ONLINE PAYMENT,-329.00,31363.86,SHOPPING,
27/10/2024,Sainsbury's,SAINSBURYS S/MKTS,GOOGLE PAY,-23.25,31340.61,GROCERIES,
27/10/2024,The Macs Farm Hassocks,THE MACS FARM LIMITED,GOOGLE PAY,-7.00,31333.61,GROCERIES,
27/10/2024,The Macs Farm Hassocks,THE MACS FARM LIMITED,GOOGLE PAY,-2.20,31331.41,GROCERIES,
27/10/2024,The Macs Farm Hassocks,THE MACS FARM LIMITED,APPLE PAY,-1.00,31330.41,GROCERIES,
27/10/2024,The Macs Farm Hassocks,THE MACS FARM LIMITED,APPLE PAY,-6.10,31324.31,GROCERIES,
27/10/2024,The Macs Farm Hassocks,THE MACS FARM LIMITED,GOOGLE PAY,-5.30,31319.01,GROCERIES,
27/10/2024,Starbucks,STARBUCKS,GOOGLE PAY,-5.15,31313.86,EATING_OUT,
27/10/2024,Amazon Marketplace,AMZNMktplace*TL96V5UV4,ONLINE PAYMENT,-39.94,31273.92,SHOPPING,
27/10/2024,Dunelm Softfurnishings,Dunelm SoftFurnishings,ONLINE PAYMENT,-160.00,31113.92,GENERAL,
27/10/2024,Jumpin Fun,Jumpin Fun,APPLE PAY,-1.10,31112.82,ENTERTAINMENT,
27/10/2024,Jumpin Fun,Jumpin Fun,APPLE PAY,-5.10,31107.72,ENTERTAINMENT,
28/10/2024,Octopus Energy,A-E501D93A-002,DIRECT DEBIT,-250.00,30857.72,BILLS_AND_SERVICES,
28/10/2024,Places For People Leisure ,54578485A,DIRECT DEBIT,-3.00,30854.72,GENERAL,
28/10/2024,Amazon,AMAZON* TL5SM2YD4,ONLINE PAYMENT,-6.89,30847.83,SHOPPING,
28/10/2024,Leonardslee Lake And G,Leonardslee Lake and,GOOGLE PAY,-2.50,30845.33,EATING_OUT,
28/10/2024,Leonardslee Lake And G,Leonardslee Lake and,GOOGLE PAY,-11.20,30834.13,EATING_OUT,
28/10/2024,Amazon Marketplace,AMZNMktplace*TR4UC0CW4,ONLINE PAYMENT,-13.99,30820.14,SHOPPING,
28/10/2024,Leonardsleegardens,WWW.LEONARDSLEEGARDENS,ONLINE PAYMENT,-40.00,30780.14,SHOPPING,
28/10/2024,B&Q,B & Q 1212,APPLE PAY,-42.00,30738.14,SHOPPING,
28/10/2024,Co-op Food,CO-OP GROUP FOOD,APPLE PAY,-9.45,30728.69,GROCERIES,
28/10/2024,Channel 4,CHANNEL 4,CARD SUBSCRIPTION,-3.99,30724.70,BILLS_AND_SERVICES,
28/10/2024,Ringgo Parking 59,RINGGO PARKING (E) 59,GOOGLE PAY,-4.80,30719.90,TRANSPORT,
28/10/2024,The Fold,SQ *THE FOLD,GOOGLE PAY,-6.60,30713.30,EATING_OUT,
29/10/2024,BT,GB26676055,DIRECT DEBIT,-81.65,30631.65,BILLS_AND_SERVICES,
29/10/2024,Cowfold Medical Group,COWFOLD MEDICAL GROUP,GOOGLE PAY,-9.90,30621.75,BILLS_AND_SERVICES,
29/10/2024,Sustainaclean,SUSTAINACLEAN,ONLINE PAYMENT,-105.60,30516.15,BILLS_AND_SERVICES,
29/10/2024,Fishers Farm Park,Fishers Farm Park,ONLINE PAYMENT,-86.00,30430.15,ENTERTAINMENT,
29/10/2024,Curve,CRV*GOOGLER SESSION OC,ONLINE PAYMENT,20.00,30450.15,BILLS_AND_SERVICES,
29/10/2024,Amazon,WWW.AMAZON.* TR24G5314,ONLINE PAYMENT,-6.00,30444.15,SHOPPING,
29/10/2024,Amazon Marketplace,AMZNMktplace*TR3ZE3J04,ONLINE PAYMENT,-90.87,30353.28,SHOPPING,
30/10/2024,GoCardless,VBDANCE-M8ZB6MFG35,DIRECT DEBIT,-49.50,30303.78,PAYMENTS,
30/10/2024,Curve,CRV*APPLE.COM BILL 080,ONLINE PAYMENT,-14.99,30288.79,SHOPPING,
30/10/2024,Curve,CRV*GTR PARKING CONNEC,ONLINE PAYMENT,-11.30,30277.49,TRANSPORT,
30/10/2024,Royal Mail Group,ROYAL MAIL GROUP LTD,ONLINE PAYMENT,-7.90,30269.59,BILLS_AND_SERVICES,
30/10/2024,Waitrose,WAITROSE 873,GOOGLE PAY,-37.46,30232.13,GROCERIES,
30/10/2024,Waitrose,WAITROSE 873,GOOGLE PAY,-1.95,30230.18,GROCERIES,
30/10/2024,McDonald's,MCDONALDS,APPLE PAY,-9.12,30221.06,EATING_OUT,
30/10/2024,Amazon,AMAZON* TR6Z46GT4,ONLINE PAYMENT,-19.84,30201.22,SHOPPING,
30/10/2024,Shurgard Uk,Shurgard UK Ltd,CARD SUBSCRIPTION,-33.90,30167.32,BILLS_AND_SERVICES,
31/10/2024,Apple App Store,APPLE.COM/BILL,CARD SUBSCRIPTION,-8.99,30158.33,ENTERTAINMENT,
31/10/2024,Amazon,AMAZON* TR35R7VJ4,ONLINE PAYMENT,-47.45,30110.88,SHOPPING,
31/10/2024,Boots,BOOTS ONLINE DOCTOR,CARD SUBSCRIPTION,-21.00,30089.88,GENERAL,
31/10/2024,Fishers Farm Park,Fishers Farm Park,ONLINE PAYMENT,-47.80,30042.08,ENTERTAINMENT,
31/10/2024,Curve,CRV*GTR PARKING CONNEC,ONLINE PAYMENT,-11.30,30030.78,TRANSPORT,
31/10/2024,Lemon & Lime Homes Ltd,Inv1,FASTER PAYMENT,-6378.00,23652.78,PAYMENTS,
31/10/2024,Ssp Uk,SSP UK LTD,GOOGLE PAY,-6.88,23645.90,EATING_OUT,
31/10/2024,Amazon,AMAZON* TR2083HX4,ONLINE PAYMENT,-8.00,23637.90,SHOPPING,
31/10/2024,Martin Butler,October 🎃,FASTER PAYMENT,-198.00,23439.90,PETS,
01/11/2024,Starling Bank,October Interest Earned,DEPOSIT INTEREST,13.55,23453.45,INCOME,
01/11/2024,Horsham District Council,12873556,DIRECT DEBIT,-268.00,23185.45,TRANSPORT,
01/11/2024,Apple App Store,APPLE.COM/BILL,CARD SUBSCRIPTION,-14.99,23170.46,ENTERTAINMENT,
01/11/2024,Burgess Hill School For Girls Com,COU001,DIRECT DEBIT,-1223.21,21947.25,NONE,
01/11/2024,Napo,MW43CMW,DIRECT DEBIT,-48.75,21898.50,GENERAL,
01/11/2024,Bps Re Peoplesfundraising,1698316166225,DIRECT DEBIT,-10.00,21888.50,GENERAL,
01/11/2024,PQA Academy,HAYW353036,DIRECT DEBIT,-46.00,21842.50,GENERAL,
01/11/2024,Napo,MW43CMW,DIRECT DEBIT,-59.68,21782.82,GENERAL,
01/11/2024,Etsy,Etsy.com*CreationCardb,ONLINE PAYMENT,-34.95,21747.87,SHOPPING,
01/11/2024,Lloyds Bank,HAP604762678,DIRECT DEBIT,-103.52,21644.35,BILLS_AND_SERVICES,
01/11/2024,Pristine Gardenz Ltd,3997,FASTER PAYMENT,-311.52,21332.83,PAYMENTS,
01/11/2024,Napo,MW43CMW,DIRECT DEBIT,-61.10,21271.73,GENERAL,
01/11/2024,Phc,19335 COURATIER,DIRECT DEBIT,-8.99,21262.74,GENERAL,
01/11/2024,Curve,CRV*GTR PARKING CONNEC,ONLINE PAYMENT,-11.30,21251.44,TRANSPORT,
01/11/2024,Boots,BOOTS 0885,GOOGLE PAY,-25.00,21226.44,GENERAL,
01/11/2024,Boots,BOOTS 0885,GOOGLE PAY,-13.39,21213.05,GENERAL,
01/11/2024,Twinpay,TWINPAY               ,APPLE PAY,-1.10,21211.95,TRANSPORT,
01/11/2024,Waitrose,WAITROSE 123,APPLE PAY,-22.85,21189.10,GROCERIES,
01/11/2024,Greggs,GREGGS PLC,APPLE PAY,-14.10,21175.00,EATING_OUT,
01/11/2024,Ssp Uk,SSP UK LTD,GOOGLE PAY,-6.88,21168.12,EATING_OUT,
01/11/2024,Kids Stuff Market,KIDS STUFF LTD MARKET,APPLE PAY,-3.99,21164.13,SHOPPING,
01/11/2024,Kiwico Inc.,"KiwiCo, Inc.",ONLINE PAYMENT,-27.94,21136.19,BILLS_AND_SERVICES,
01/11/2024,Sustainaclean,SUSTAINACLEAN,ONLINE PAYMENT,-52.80,21083.39,BILLS_AND_SERVICES,
02/11/2024,Amazon Marketplace,AMZNMktplace*TR3VS07Y4,ONLINE PAYMENT,-8.94,21074.45,SHOPPING,
02/11/2024,B&Q,B & Q 1212,APPLE PAY,-42.00,21032.45,SHOPPING,
02/11/2024,Ssp Uk,SSP UK LTD,GOOGLE PAY,-3.99,21028.46,EATING_OUT,
02/11/2024,Starbucks,STARBUCKS,GOOGLE PAY,-7.80,21020.66,EATING_OUT,
02/11/2024,Try* Seed Lancas,TRY* CUCKFIELD BONFIRE,ONLINE PAYMENT,-5.40,21015.26,ENTERTAINMENT,
02/11/2024,Try* Seed Lancas,TRY* CUCKFIELD BONFIRE,ONLINE PAYMENT,-16.05,20999.21,ENTERTAINMENT,
03/11/2024,Amazon,amazon.co.uk,CARD SUBSCRIPTION,-9.49,20989.72,SHOPPING,
03/11/2024,Cash Machine,E01633600000000,ATM,-40.00,20949.72,PAYMENTS,
03/11/2024,Favela Soul Fo,Zettle_*Favela Soul Fo,GOOGLE PAY,-7.00,20942.72,EATING_OUT,
03/11/2024,Ocado,OCADO                 ,ONLINE PAYMENT,-155.18,20787.54,GROCERIES,
03/11/2024,Co-op Food,CO-OP GROUP FOOD,APPLE PAY,-7.00,20780.54,GROCERIES,
03/11/2024,Mid Sussex Super Crea,MID SUSSEX  SUPER CREA,GOOGLE PAY,-8.00,20772.54,EATING_OUT,
04/11/2024,Amazon,AMAZON* TX9TN7LU4,ONLINE PAYMENT,-5.99,20766.55,SHOPPING,
04/11/2024,Amazon,amazon.co.uk*TX4R944X4,ONLINE PAYMENT,-4.99,20761.56,SHOPPING,
04/11/2024,Amazon,amazon.co.uk*TX8WG7LC4,ONLINE PAYMENT,-4.99,20756.57,SHOPPING,
04/11/2024,Wagamama,Wagamama Limited 174,ONLINE PAYMENT,-69.74,20686.83,EATING_OUT,
04/11/2024,The Triangle,THE TRIANGLE,APPLE PAY,-18.04,20668.79,EATING_OUT,
05/11/2024,GoCardless,BRUCESDOGDAY-H85HM,DIRECT DEBIT,-550.80,20117.99,PAYMENTS,
05/11/2024,Sustainaclean,SUSTAINACLEAN,ONLINE PAYMENT,-105.60,20012.39,BILLS_AND_SERVICES,
05/11/2024,Fishers Farm Park,Fishers Farm Park,APPLE PAY,-8.48,20003.91,ENTERTAINMENT,
05/11/2024,Sumup *fishers Farm P,SumUp  *Fishers Farm P,APPLE PAY,-8.60,19995.31,EATING_OUT,
05/11/2024,Jennifer Anne Lees,JENNIFER ANNE LEES,FASTER PAYMENT,22415.14,42410.45,INCOME,
05/11/2024,Backblaze,BACKBLAZE INC,ONLINE PAYMENT,-4.44,42406.01,BILLS_AND_SERVICES,
06/11/2024,Awp P&c,1UK000000000285835,DIRECT DEBIT,-4.34,42401.67,GENERAL,
06/11/2024,Amazon,AMAZON* TX5KL2MQ4,ONLINE PAYMENT,-45.34,42356.33,SHOPPING,
06/11/2024,Co-op Food,CO-OP GROUP FOOD,APPLE PAY,-13.90,42342.43,GROCERIES,
06/11/2024,Smol,SMOL LIMITED,CARD SUBSCRIPTION,-6.30,42336.13,SHOPPING,
07/11/2024,The Rec Rink,The Rec Rink,ONLINE PAYMENT,-27.50,42308.63,LIFESTYLE,
07/11/2024,Hawthorn Veterinary,HAWTHORN VETERINARY   ,APPLE PAY,-164.98,42143.65,BILLS_AND_SERVICES,
07/11/2024,Coffee Zone Burgess,COFFEE ZONE BURGESS HI,GOOGLE PAY,-2.90,42140.75,EATING_OUT,
07/11/2024,Ticketsource,TICKETSOURCE,ONLINE PAYMENT,-11.00,42129.75,SHOPPING,
07/11/2024,Vines Of Gatwick,VINES OF GATWICK      ,APPLE PAY,-435.84,41693.91,TRANSPORT,
07/11/2024,TfL,TFL TRAVEL CH,GOOGLE PAY,-2.80,41691.11,TRANSPORT,
07/11/2024,Five Guys,FIVE GUYS CRAWLEY,APPLE PAY,-22.25,41668.86,EATING_OUT,
07/11/2024,Renshinkankarate-Gb,RENSHINKANKARATE-GB,ONLINE PAYMENT,-40.00,41628.86,BILLS_AND_SERVICES,
07/11/2024,Renshinkankarate-Gb,RENSHINKANKARATE-GB,ONLINE PAYMENT,-34.00,41594.86,BILLS_AND_SERVICES,
08/11/2024,Vic Davis Professional,VIC DAVIS PROFESSIONAL,APPLE PAY,-35.50,41559.36,BILLS_AND_SERVICES,
08/11/2024,Amazon Marketplace,AMZNMktplace*TX2QL7UK4,ONLINE PAYMENT,-3.99,41555.37,SHOPPING,
08/11/2024,Waitrose,WAITROSE 123,APPLE PAY,-25.95,41529.42,GROCERIES,
08/11/2024,Greggs,GREGGS PLC,APPLE PAY,-15.65,41513.77,EATING_OUT,
08/11/2024,Sustainaclean,SUSTAINACLEAN,ONLINE PAYMENT,-52.80,41460.97,BILLS_AND_SERVICES,
09/11/2024,Tesco,TESCO STORES 2163,APPLE PAY,-56.64,41404.33,GROCERIES,
09/11/2024,Amazon Marketplace,AMZNMktplace*T19OM2OW4,ONLINE PAYMENT,-33.99,41370.34,SHOPPING,
09/11/2024,McDonald's,MCDONALDS,APPLE PAY,-9.13,41361.21,EATING_OUT,
09/11/2024,Wakehurst,WAKEHURST,APPLE PAY,-58.25,41302.96,ENTERTAINMENT,
09/11/2024,Starbucks Hickstead,STARBUCKS HICKSTEAD,GOOGLE PAY,-8.55,41294.41,GROCERIES,
09/11/2024,Lw Theatres Group Limi,LW Theatres,CARD PAYMENT,-9.00,41285.41,ENTERTAINMENT,
10/11/2024,Ocado,OCADO                 ,ONLINE PAYMENT,-136.44,41148.97,GROCERIES,
10/11/2024,Rosie?s Brews,Zettle_*Rosie?s Brews,GOOGLE PAY,-3.00,41145.97,EATING_OUT,
11/11/2024,Places For People Leisure ,54561456A,DIRECT DEBIT,-49.00,41096.97,GENERAL,
11/11/2024,Nando's,NANDOS.CO.UK,GOOGLE PAY,-50.90,41046.07,EATING_OUT,
11/11/2024,Nando's,NANDOS.CO.UK,GOOGLE PAY,-8.50,41037.57,EATING_OUT,
11/11/2024,Amazon,amazon.co.uk*T11MM3EI4,ONLINE PAYMENT,-3.99,41033.58,SHOPPING,
11/11/2024,Amazon,amazon.co.uk*T15WG6E04,ONLINE PAYMENT,-4.99,41028.59,SHOPPING,
11/11/2024,Amazon,amazon.co.uk*T17L40EV4,ONLINE PAYMENT,-4.99,41023.60,SHOPPING,
11/11/2024,giffgaff,giffgaff,CARD SUBSCRIPTION,-25.00,40998.60,BILLS_AND_SERVICES,
11/11/2024,The Triangle,THE TRIANGLE,APPLE PAY,-23.14,40975.46,EATING_OUT,
11/11/2024,Nyx*hollywoodbowlgroup,NYX*HollywoodBowlGroup,GOOGLE PAY,-10.00,40965.46,EATING_OUT,
11/11/2024,Nyx*hollywoodbowlgroup,NYX*HollywoodBowlGroup,GOOGLE PAY,-5.00,40960.46,EATING_OUT,
11/11/2024,Amazon,AMAZON* T10CQ70O4,ONLINE PAYMENT,-5.35,40955.11,SHOPPING,
11/11/2024,Amazon,AMAZON* T13BQ80B4,ONLINE PAYMENT,-32.31,40922.80,SHOPPING,
11/11/2024,Amazon Eu,Amazon.co.uk*T19G120L4,CARD SUBSCRIPTION,-13.45,40909.35,SHOPPING,
11/11/2024,Amazon,amazon.co.uk*T100N2EM4,ONLINE PAYMENT,-3.49,40905.86,SHOPPING,
11/11/2024,Amazon,amazon.co.uk*T130W2ET4,ONLINE PAYMENT,-0.99,40904.87,SHOPPING,
11/11/2024,Motionway Limited,3255,FASTER PAYMENT,-650.00,40254.87,PAYMENTS,
11/11/2024,Apple App Store,APPLE.COM/BILL,CARD SUBSCRIPTION,-12.99,40241.88,ENTERTAINMENT,
11/11/2024,Hollywood Bowl,HOLLYWOOD BOWL,ONLINE PAYMENT,-51.70,40190.18,LIFESTYLE,
11/11/2024,Hwb Crawley,HOLLYWOOD BOWL,GOOGLE PAY,-2.15,40188.03,ENTERTAINMENT,
11/11/2024,Lemon & Lime Homes Ltd,Inv-2802,FASTER PAYMENT,-6378.00,33810.03,PAYMENTS,
12/11/2024,Starbucks Hickstead,STARBUCKS HICKSTEAD,GOOGLE PAY,-4.20,33805.83,GROCERIES,
12/11/2024,Sustainaclean,SUSTAINACLEAN,ONLINE PAYMENT,-105.60,33700.23,BILLS_AND_SERVICES,
12/11/2024,Benington Commercial Ltd,4006,FASTER PAYMENT,-780.00,32920.23,PAYMENTS,
12/11/2024,Amazon,AMAZON* T14DT05V4,ONLINE PAYMENT,-22.49,32897.74,SHOPPING,
13/11/2024,Places For People Leisure ,54425808A,DIRECT DEBIT,-41.08,32856.66,GENERAL,
13/11/2024,giffgaff,giffgaff,CARD SUBSCRIPTION,-10.00,32846.66,BILLS_AND_SERVICES,
13/11/2024,Coffee Zone Burgess,COFFEE ZONE BURGESS HI,GOOGLE PAY,-5.10,32841.56,EATING_OUT,
13/11/2024,Smol,SMOL LIMITED,CARD SUBSCRIPTION,-5.80,32835.76,SHOPPING,
14/11/2024,McDonald's,MCDONALDS,APPLE PAY,-11.02,32824.74,EATING_OUT,
14/11/2024,Coffee Zone Burgess,COFFEE ZONE BURGESS HI,GOOGLE PAY,-5.10,32819.64,EATING_OUT,
14/11/2024,Horsham Service Statio,HORSHAM SERVICE STATIO,APPLE PAY,-90.85,32728.79,TRANSPORT,
15/11/2024,Bps Re Easy Direct Debits,MND005WZKJFMKN,DIRECT DEBIT,-20.00,32708.79,GENERAL,
15/11/2024,JustGiving,JustGiving BBCChildren,ONLINE PAYMENT,-10.25,32698.54,GENERAL,
15/11/2024,Prestige Gifting,HAU*TEFLORIST         ,ONLINE PAYMENT,-74.00,32624.54,SHOPPING,
15/11/2024,Co-op Food,CO-OP GROUP FOOD,APPLE PAY,-16.20,32608.34,GROCERIES,
15/11/2024,Coffee Zone Burgess,COFFEE ZONE BURGESS HI,GOOGLE PAY,-2.90,32605.44,EATING_OUT,
15/11/2024,Sustainaclean,SUSTAINACLEAN,ONLINE PAYMENT,-52.80,32552.64,BILLS_AND_SERVICES,
15/11/2024,The Drag-Opticon Show,UNVRS* ROYAL PAVILI...,ONLINE PAYMENT,-26.85,32525.79,ENTERTAINMENT,
15/11/2024,The Rec Rink,The Rec Rink,ONLINE PAYMENT,-45.00,32480.79,LIFESTYLE,
16/11/2024,Smiggle,SMIGGLE UK            ,ONLINE PAYMENT,-71.75,32409.04,BILLS_AND_SERVICES,
16/11/2024,Twinpay,TWINPAY               ,APPLE PAY,-1.10,32407.94,TRANSPORT,
16/11/2024,Waitrose,WAITROSE 123,APPLE PAY,-15.25,32392.69,GROCERIES,
16/11/2024,Greggs,GREGGS PLC,APPLE PAY,-4.95,32387.74,EATING_OUT,
16/11/2024,Starbucks Hickstead,STARBUCKS HICKSTEAD,GOOGLE PAY,-3.05,32384.69,GROCERIES,
16/11/2024,McDonald's,MCDONALDS,APPLE PAY,-10.62,32374.07,EATING_OUT,
16/11/2024,Fresha Uk,Endless Hair Creations,ONLINE PAYMENT,-15.00,32359.07,ENTERTAINMENT,
16/11/2024,Petek's On The Park,Petek's on the Park,GOOGLE PAY,-32.23,32326.84,EATING_OUT,
17/11/2024,Amazon,AMAZON* T921P21N4,ONLINE PAYMENT,-22.98,32303.86,SHOPPING,
17/11/2024,Ocado,OCADO                 ,ONLINE PAYMENT,-134.76,32169.10,GROCERIES,
17/11/2024,B&Q,B & Q 1212,APPLE PAY,-135.00,32034.10,SHOPPING,
17/11/2024,Co-op Food,CO-OP GROUP FOOD,APPLE PAY,-14.40,32019.70,GROCERIES,
17/11/2024,Sainsbury's,SAINSBURYS S/MKTS,GOOGLE PAY,-40.72,31978.98,GROCERIES,
17/11/2024,Starbucks,STARBUCKS,GOOGLE PAY,-3.60,31975.38,EATING_OUT,
17/11/2024,Amazon,AMAZON* T91ZT6PI4,ONLINE PAYMENT,-21.38,31954.00,SHOPPING,
18/11/2024,The Triangle,THE TRIANGLE,APPLE PAY,-28.09,31925.91,EATING_OUT,
18/11/2024,Amazon,WWW.AMAZON.* T94YB0584,ONLINE PAYMENT,-7.51,31918.40,SHOPPING,
18/11/2024,Amazon Marketplace,AMZNMktplace*T99N755H4,ONLINE PAYMENT,-5.29,31913.11,SHOPPING,
19/11/2024,Sustainaclean,SUSTAINACLEAN,ONLINE PAYMENT,-105.60,31807.51,BILLS_AND_SERVICES,
19/11/2024,Amazon,amazon.co.uk*T91CO9DZ4,ONLINE PAYMENT,-1.29,31806.22,SHOPPING,
19/11/2024,Motionway Limited,3255,FASTER PAYMENT,-162.00,31644.22,PAYMENTS,
19/11/2024,Four Seasons Fuel Ltd,425030 428958,FASTER PAYMENT,-485.15,31159.07,PAYMENTS,
19/11/2024,Co-op Food,CO-OP GROUP FOOD,APPLE PAY,-11.20,31147.87,GROCERIES,
19/11/2024,Co-op Food,CO-OP GROUP FOOD,APPLE PAY,-4.00,31143.87,GROCERIES,
19/11/2024,Amazon,AMAZON* T91WO72I4,ONLINE PAYMENT,-34.98,31108.89,SHOPPING,
19/11/2024,Starbucks Hickstead,STARBUCKS HICKSTEAD,GOOGLE PAY,-8.50,31100.39,GROCERIES,
19/11/2024,JustGiving,JustGiving FamilyActio,ONLINE PAYMENT,-10.10,31090.29,GENERAL,
20/11/2024,Barclays Partner Finance,300 0120 733039747,DIRECT DEBIT,-49.95,31040.34,BILLS_AND_SERVICES,
20/11/2024,Applecare,APPLECARE UK,CARD SUBSCRIPTION,-8.99,31031.35,SHOPPING,
